SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE
2024-25,1641752,Bobi Klintman,DET,8,5.3,121.4,117.2,4.2,0.212,36.8,0.024,0.182,0.095,5.3,0.7,0.689,0.121,96.83,0.095
2024-25,203992,Bogdan Bogdanović,LAC,54,25.0,112.7,110.0,2.7,0.152,19.7,0.017,0.098,0.057,10.0,0.534,0.559,0.183,101.35,0.074
2024-25,1629626,Bol Bol,PHX,36,12.5,112.1,115.9,-3.9,0.071,9.3,0.047,0.168,0.113,8.4,0.612,0.627,0.204,102.75,0.114
2024-25,1630538,Bones Hyland,MIN,24,9.9,102.0,108.1,-6.1,0.246,17.3,0.02,0.083,0.051,13.5,0.534,0.576,0.274,98.61,0.108
2024-25,203078,Bradley Beal,PHX,53,32.1,110.6,118.6,-8.0,0.177,18.6,0.021,0.083,0.054,9.4,0.571,0.598,0.219,100.02,0.093
2024-25,1642382,Branden Carlson,OKC,32,7.7,115.1,105.8,9.4,0.077,11.1,0.064,0.131,0.099,5.6,0.557,0.581,0.185,103.83,0.101
2024-25,1641764,Brandin Podziemski,GSW,64,26.8,111.6,105.1,6.6,0.194,22.8,0.034,0.151,0.089,7.8,0.537,0.557,0.177,100.36,0.114
2024-25,1630527,Brandon Boston,NOP,42,23.6,108.6,114.8,-6.2,0.14,16.3,0.026,0.107,0.065,9.2,0.5,0.535,0.199,99.87,0.085
2024-25,1629634,Brandon Clarke,MEM,64,18.9,116.5,108.2,8.2,0.072,12.7,0.102,0.148,0.126,7.9,0.622,0.638,0.15,105.54,0.108
2024-25,1627742,Brandon Ingram,TOR,18,33.1,107.0,117.7,-10.7,0.28,18.0,0.027,0.14,0.083,13.3,0.53,0.56,0.305,97.49,0.122
2024-25,1641706,Brandon Miller,CHA,27,34.2,106.9,113.8,-6.8,0.182,14.0,0.024,0.117,0.068,10.9,0.509,0.54,0.27,98.77,0.1
2024-25,1630314,Brandon Williams,DAL,33,14.8,109.5,108.8,0.7,0.228,22.9,0.025,0.091,0.059,11.7,0.585,0.634,0.218,104.74,0.119
2024-25,1630296,Braxton Key,GSW,3,3.6,90.0,120.7,-30.7,0.0,0.0,0.077,0.167,0.105,12.5,0.0,0.226,0.222,130.81,-0.026
2024-25,1641729,Brice Sensabaugh,UTA,71,20.2,109.9,119.5,-9.6,0.117,13.0,0.028,0.11,0.069,12.7,0.59,0.612,0.208,103.21,0.087
2024-25,1642355,Bronny James,LAL,27,6.7,95.5,114.1,-18.6,0.191,20.4,0.021,0.076,0.048,12.0,0.381,0.424,0.199,99.45,0.05
2024-25,201572,Brook Lopez,MIL,80,31.8,114.8,112.7,2.2,0.078,13.5,0.046,0.107,0.078,7.9,0.599,0.624,0.157,100.24,0.087
2024-25,1628971,Bruce Brown,NOP,41,22.5,104.8,116.8,-11.9,0.133,18.3,0.04,0.134,0.085,8.5,0.464,0.504,0.169,100.19,0.078
2024-25,1628981,Bruno Fernando,TOR,17,8.6,103.9,110.1,-6.1,0.194,21.2,0.127,0.21,0.165,16.5,0.531,0.552,0.182,100.37,0.1
2024-25,1631121,Bryce McGowens,POR,13,2.5,89.9,97.1,-7.2,0.105,9.1,0.056,0.034,0.046,18.2,0.286,0.391,0.244,102.7,0.0
2024-25,1642267,Bub Carrington,WAS,82,30.0,102.8,118.0,-15.2,0.213,28.3,0.012,0.117,0.064,11.0,0.493,0.514,0.154,103.06,0.071
2024-25,1627741,Buddy Hield,GSW,82,22.7,112.3,110.1,2.2,0.106,13.0,0.025,0.111,0.066,8.8,0.546,0.56,0.196,100.82,0.085
2024-25,203468,CJ McCollum,NOP,56,32.7,112.3,119.4,-7.1,0.192,16.1,0.022,0.091,0.056,7.5,0.53,0.55,0.266,101.56,0.097
2024-25,1630595,Cade Cunningham,DET,70,35.0,115.0,112.2,2.8,0.409,25.0,0.023,0.147,0.086,12.1,0.521,0.565,0.323,101.57,0.152
2024-25,1631216,Caleb Houstan,ORL,58,13.6,104.2,108.2,-4.1,0.066,14.3,0.023,0.073,0.047,5.3,0.589,0.605,0.115,96.82,0.061
2024-25,1628997,Caleb Martin,DAL,45,27.1,106.5,112.8,-6.3,0.116,19.0,0.042,0.105,0.073,11.2,0.485,0.513,0.143,98.64,0.063
2024-25,1642353,Cam Christie,LAC,13,4.5,97.6,105.6,-7.9,0.167,17.6,0.051,0.141,0.098,5.9,0.333,0.349,0.192,103.12,0.07
2024-25,1629629,Cam Reddish,LAL,33,17.9,107.6,115.9,-8.4,0.049,15.8,0.029,0.081,0.056,8.6,0.473,0.498,0.084,100.53,0.04
2024-25,1642285,Cam Spencer,MEM,25,10.1,116.4,109.6,6.8,0.182,26.2,0.043,0.07,0.056,4.6,0.53,0.587,0.148,103.04,0.087
2024-25,1630560,Cam Thomas,BKN,25,31.2,114.9,120.6,-5.7,0.217,14.0,0.02,0.089,0.054,9.2,0.513,0.575,0.328,96.1,0.122
2024-25,1641715,Cam Whitmore,HOU,51,16.2,113.4,112.3,1.1,0.09,9.2,0.039,0.139,0.086,8.7,0.525,0.549,0.231,100.93,0.108
2024-25,1629661,Cameron Johnson,BKN,57,31.6,110.9,116.7,-5.8,0.179,17.2,0.03,0.113,0.07,8.8,0.582,0.632,0.224,97.41,0.124
2024-25,1626166,Cameron Payne,NYK,72,15.1,116.6,107.5,9.1,0.251,28.1,0.013,0.081,0.047,7.2,0.506,0.532,0.2,100.23,0.089
2024-25,1627747,Caris LeVert,ATL,64,24.9,120.5,113.4,7.2,0.178,22.5,0.026,0.096,0.062,7.9,0.556,0.582,0.191,103.21,0.094
2024-25,1641717,Cason Wallace,OKC,68,27.6,117.2,107.1,10.1,0.117,23.5,0.036,0.079,0.057,8.0,0.55,0.562,0.124,101.87,0.075
2024-25,1629646,Charles Bassey,SAS,36,10.4,101.6,117.5,-15.9,0.072,9.9,0.133,0.24,0.185,13.5,0.581,0.597,0.164,105.46,0.113
2024-25,1631096,Chet Holmgren,OKC,32,27.4,121.7,105.6,16.1,0.091,12.1,0.054,0.208,0.136,10.8,0.554,0.599,0.214,103.83,0.122
2024-25,1628449,Chris Boucher,TOR,50,17.2,113.3,113.5,-0.2,0.057,7.0,0.077,0.175,0.125,6.2,0.586,0.615,0.208,99.28,0.126
2024-25,1630537,Chris Duarte,CHI,17,4.4,105.2,102.4,2.8,0.173,23.1,0.06,0.165,0.115,2.6,0.577,0.61,0.151,108.61,0.127
2024-25,1641753,Chris Livingston,MIL,21,5.0,89.6,102.2,-12.6,0.078,11.1,0.091,0.198,0.148,13.3,0.333,0.441,0.15,104.34,0.099
2024-25,101108,Chris Paul,SAS,82,28.0,114.2,115.0,-0.8,0.342,45.0,0.014,0.11,0.062,9.6,0.547,0.58,0.137,100.48,0.102
2024-25,1631128,Christian Braun,DEN,79,33.9,122.7,114.5,8.2,0.096,17.1,0.039,0.109,0.077,6.8,0.634,0.665,0.155,101.04,0.096
2024-25,1631132,Christian Koloko,LAL,37,9.2,104.7,106.0,-1.3,0.068,15.8,0.095,0.165,0.129,11.9,0.606,0.624,0.104,101.19,0.082
2024-25,1629643,Chuma Okeke,CLE,9,21.9,115.8,122.1,-6.3,0.101,25.4,0.099,0.141,0.118,5.1,0.638,0.641,0.093,99.08,0.089
2024-25,203991,Clint Capela,ATL,55,21.4,108.7,111.5,-2.7,0.073,11.4,0.132,0.238,0.183,8.7,0.559,0.564,0.16,105.23,0.117
2024-25,1629632,Coby White,CHI,74,33.1,111.5,113.9,-2.5,0.197,18.8,0.01,0.095,0.053,10.1,0.55,0.601,0.237,105.37,0.103
2024-25,1628998,Cody Martin,PHX,53,22.1,108.1,111.3,-3.2,0.128,20.6,0.041,0.136,0.088,10.0,0.485,0.509,0.142,101.2,0.08
2024-25,1642262,Cody Williams,UTA,50,21.2,103.0,118.5,-15.5,0.078,15.6,0.024,0.075,0.049,11.6,0.391,0.419,0.122,103.19,0.021
2024-25,1641732,Colby Jones,WAS,39,13.2,104.4,114.8,-10.4,0.123,20.8,0.038,0.123,0.08,10.8,0.519,0.544,0.138,99.47,0.078
2024-25,1630175,Cole Anthony,MEM,67,18.4,107.7,109.0,-1.2,0.253,21.6,0.034,0.131,0.08,11.6,0.494,0.531,0.238,97.7,0.105
2024-25,1631306,Cole Swider,IND,10,17.0,114.2,100.5,13.7,0.022,4.3,0.026,0.119,0.072,5.7,0.468,0.465,0.155,104.92,0.046
2024-25,1630658,Colin Castleton,TOR,26,16.6,106.1,108.2,-2.1,0.092,16.9,0.104,0.143,0.123,13.9,0.48,0.536,0.125,102.22,0.074
2024-25,1631221,Collin Gillespie,PHX,33,14.0,115.6,118.4,-2.8,0.235,29.7,0.048,0.124,0.086,6.5,0.554,0.578,0.17,98.66,0.105
2024-25,1629012,Collin Sexton,UTA,63,27.9,110.4,117.9,-7.5,0.246,18.9,0.033,0.06,0.047,11.5,0.543,0.593,0.264,101.38,0.106
2024-25,1630557,Corey Kispert,WAS,61,26.3,108.7,117.1,-8.5,0.094,13.4,0.021,0.084,0.053,8.3,0.558,0.584,0.169,102.68,0.074
2024-25,202709,Cory Joseph,ORL,50,12.2,110.5,106.9,3.6,0.166,28.7,0.027,0.095,0.06,7.2,0.529,0.547,0.126,98.59,0.075
2024-25,1641854,Craig Porter Jr.,CLE,51,10.1,108.3,113.5,-5.2,0.191,27.0,0.037,0.085,0.063,14.4,0.589,0.61,0.155,100.91,0.091
2024-25,1642385,Cui Cui,BKN,5,2.1,80.8,76.0,4.8,0.0,0.0,0.0,0.2,0.095,0.0,0.143,0.19,0.296,118.62,-0.056
2024-25,1626156,D'Angelo Russell,BKN,58,25.5,110.1,111.6,-1.5,0.302,26.9,0.013,0.093,0.053,9.8,0.479,0.522,0.228,99.59,0.098
2024-25,1630618,D.J. Carton,TOR,4,8.3,109.0,96.1,12.9,0.1,21.4,0.0,0.098,0.055,28.6,0.143,0.202,0.122,110.7,0.007
2024-25,1629610,DaQuan Jeffries,CHA,47,22.8,106.6,118.2,-11.6,0.073,13.5,0.033,0.087,0.06,8.9,0.5,0.518,0.136,98.04,0.046
2024-25,1631342,Daeqwon Plowden,ATL,6,11.9,104.0,84.2,19.8,0.047,6.3,0.057,0.093,0.076,12.5,0.82,0.831,0.181,101.64,0.122
2024-25,1630227,Daishen Nix,MIN,3,4.4,103.2,79.3,23.9,0.231,33.3,0.0,0.444,0.211,44.4,0.0,0.266,0.176,108.82,0.024
2024-25,1630625,Dalano Banton,POR,67,16.7,110.2,111.8,-1.5,0.213,19.8,0.025,0.088,0.056,10.7,0.462,0.497,0.237,101.21,0.089
2024-25,1631207,Dalen Terry,CHI,73,13.5,104.0,111.6,-7.6,0.136,21.6,0.034,0.08,0.057,11.8,0.517,0.546,0.142,106.51,0.056
2024-25,1642261,Dalton Knecht,LAL,78,19.2,112.2,114.9,-2.8,0.067,9.5,0.026,0.116,0.073,5.3,0.576,0.594,0.181,98.26,0.087
2024-25,203081,Damian Lillard,MIL,58,36.1,115.3,114.6,0.7,0.299,23.8,0.014,0.108,0.063,9.4,0.547,0.621,0.269,100.86,0.144
2024-25,1641878,Damion Baugh,CHA,15,24.7,99.5,121.8,-22.3,0.235,25.0,0.033,0.098,0.064,13.8,0.369,0.399,0.186,99.5,0.051
2024-25,1627814,Damion Lee,PHX,25,5.8,104.7,98.7,6.0,0.121,10.5,0.02,0.104,0.064,9.5,0.426,0.499,0.269,104.99,0.089
2024-25,1629655,Daniel Gafford,DAL,57,21.5,114.9,113.4,1.5,0.097,12.7,0.127,0.168,0.149,10.4,0.702,0.716,0.186,101.73,0.141
2024-25,1628464,Daniel Theis,NOP,38,16.3,109.3,115.2,-5.9,0.131,26.0,0.062,0.192,0.122,10.8,0.508,0.558,0.111,102.26,0.081
2024-25,1642450,Daniss Jenkins,DET,7,3.2,102.3,108.2,-5.8,0.2,20.0,0.0,0.182,0.054,6.7,0.35,0.322,0.231,97.06,0.0
2024-25,203957,Danté Exum,DAL,20,18.6,109.3,115.2,-6.0,0.22,24.8,0.01,0.074,0.042,9.7,0.563,0.589,0.193,101.4,0.083
2024-25,203967,Dario Šarić,DEN,16,13.1,97.3,108.7,-11.5,0.17,22.8,0.059,0.158,0.107,14.9,0.422,0.449,0.157,99.59,0.067
2024-25,1641727,Dariq Whitehead,BKN,20,12.3,98.7,109.7,-11.1,0.078,9.6,0.015,0.105,0.056,12.0,0.578,0.58,0.189,103.67,0.065
2024-25,1629636,Darius Garland,CLE,75,30.7,123.2,113.4,9.9,0.309,25.6,0.021,0.068,0.045,9.6,0.562,0.6,0.265,101.32,0.126
2024-25,1630561,David Duke Jr.,SAS,6,5.6,128.4,91.8,36.6,0.133,19.0,0.032,0.1,0.07,9.5,0.536,0.538,0.207,104.64,0.087
2024-25,1631223,David Roddy,HOU,33,12.4,106.4,114.6,-8.2,0.121,18.0,0.03,0.177,0.101,11.3,0.532,0.561,0.159,104.43,0.089
2024-25,1630558,Davion Mitchell,MIA,74,27.4,111.0,110.7,0.3,0.237,36.2,0.017,0.063,0.041,12.8,0.557,0.573,0.135,98.76,0.069
2024-25,1630549,Day'Ron Sharpe,BKN,50,18.1,109.2,107.1,2.1,0.158,18.1,0.149,0.202,0.174,12.5,0.538,0.568,0.186,97.35,0.134
2024-25,1628368,De'Aaron Fox,SAS,62,36.1,113.7,114.9,-1.2,0.262,21.0,0.023,0.106,0.064,9.3,0.514,0.56,0.274,102.22,0.119
2024-25,1629631,De'Andre Hunter,CLE,64,27.2,115.9,113.9,2.0,0.077,8.7,0.024,0.117,0.071,7.8,0.573,0.623,0.221,104.77,0.101
2024-25,1629001,De'Anthony Melton,BKN,6,20.2,108.3,97.4,10.9,0.205,20.0,0.046,0.104,0.075,11.8,0.528,0.539,0.223,105.54,0.091
2024-25,201599,DeAndre Jordan,DEN,56,12.3,108.8,112.1,-3.3,0.105,20.2,0.119,0.262,0.194,15.3,0.65,0.621,0.126,100.07,0.115
2024-25,201942,DeMar DeRozan,SAC,77,35.9,116.8,115.3,1.5,0.182,17.7,0.018,0.09,0.054,5.4,0.509,0.569,0.244,99.35,0.112
2024-25,1629731,Dean Wade,CLE,59,21.2,120.0,109.4,10.7,0.073,20.1,0.041,0.15,0.097,5.8,0.561,0.563,0.101,101.1,0.067
2024-25,1629028,Deandre Ayton,POR,40,30.1,110.0,116.8,-6.9,0.083,10.2,0.099,0.243,0.168,11.0,0.573,0.583,0.197,98.94,0.125
2024-25,1627749,Dejounte Murray,NOP,31,32.6,109.0,118.1,-9.1,0.347,25.9,0.015,0.183,0.094,12.0,0.445,0.494,0.263,102.86,0.118
2024-25,1626153,Delon Wright,NYK,40,15.9,106.1,106.3,-0.2,0.162,31.8,0.042,0.061,0.051,9.1,0.42,0.44,0.111,98.84,0.061
2024-25,1630166,Deni Avdija,POR,72,30.0,113.6,114.5,-0.9,0.193,19.0,0.048,0.19,0.117,13.3,0.55,0.605,0.228,99.86,0.126
2024-25,203471,Dennis Schröder,DET,75,28.1,111.8,112.8,-0.9,0.287,27.6,0.012,0.08,0.046,9.7,0.483,0.531,0.211,100.49,0.091
2024-25,1641726,Dereck Lively II,DAL,36,23.1,114.1,106.4,7.7,0.143,24.3,0.122,0.186,0.155,11.7,0.702,0.704,0.132,100.99,0.124
2024-25,1627884,Derrick Jones Jr.,LAC,77,24.3,115.5,108.7,6.7,0.044,7.8,0.051,0.092,0.072,8.6,0.593,0.609,0.16,99.72,0.076
2024-25,1628401,Derrick White,BOS,76,33.9,119.7,109.5,10.2,0.199,23.7,0.025,0.101,0.064,8.6,0.58,0.606,0.195,97.89,0.106
2024-25,1630217,Desmond Bane,ORL,69,32.0,116.1,113.3,2.8,0.235,22.7,0.026,0.15,0.088,10.4,0.565,0.6,0.227,104.58,0.131
2024-25,1626164,Devin Booker,PHX,75,37.3,115.3,118.5,-3.2,0.301,22.4,0.028,0.08,0.055,9.3,0.525,0.589,0.285,98.72,0.122
2024-25,1642269,Devin Carter,SAC,36,11.0,113.1,109.3,3.9,0.139,19.9,0.044,0.147,0.093,8.7,0.441,0.471,0.169,100.14,0.07
2024-25,1630170,Devin Vassell,SAS,64,31.0,111.9,118.1,-6.2,0.139,15.2,0.016,0.107,0.062,7.3,0.532,0.553,0.217,100.8,0.092
2024-25,1628415,Dillon Brooks,HOU,75,31.8,113.5,108.8,4.7,0.076,11.1,0.028,0.081,0.054,6.6,0.533,0.555,0.176,98.94,0.067
2024-25,1641794,Dillon Jones,OKC,54,10.2,108.9,102.9,6.0,0.143,25.0,0.05,0.153,0.102,12.1,0.444,0.464,0.131,101.09,0.066
2024-25,1627734,Domantas Sabonis,SAC,70,34.7,116.5,113.9,2.6,0.251,25.7,0.11,0.286,0.199,12.3,0.627,0.655,0.213,99.78,0.164
2024-25,1631230,Dominick Barlow,ATL,35,10.7,110.2,111.8,-1.6,0.07,12.7,0.091,0.139,0.114,3.3,0.562,0.58,0.141,104.7,0.082
2024-25,1642270,Donovan Clingan,POR,67,19.8,109.9,109.7,0.2,0.081,14.6,0.144,0.218,0.179,13.7,0.56,0.574,0.135,101.68,0.105
2024-25,1628378,Donovan Mitchell,CLE,71,31.4,119.7,109.1,10.5,0.238,18.0,0.025,0.112,0.069,7.6,0.531,0.575,0.298,102.21,0.137
2024-25,1628978,Donte DiVincenzo,MIN,62,25.9,114.2,109.1,5.1,0.203,23.8,0.02,0.115,0.068,10.5,0.568,0.582,0.188,100.17,0.1
2024-25,1627827,Dorian Finney-Smith,LAL,63,28.9,119.1,110.3,8.8,0.066,15.0,0.047,0.089,0.069,9.3,0.597,0.604,0.123,98.14,0.06
2024-25,203926,Doug McDermott,SAC,42,8.1,111.5,109.9,1.6,0.028,5.3,0.009,0.054,0.031,4.5,0.615,0.617,0.15,101.3,0.051
2024-25,203110,Draymond Green,GSW,68,29.2,115.4,108.8,6.6,0.255,33.9,0.036,0.168,0.102,15.4,0.503,0.534,0.157,101.35,0.088
2024-25,1629234,Drew Eubanks,LAC,61,12.2,106.7,114.8,-8.1,0.11,16.7,0.078,0.211,0.145,12.7,0.601,0.622,0.149,102.72,0.111
2024-25,1641809,Drew Peterson,BOS,25,7.4,115.7,102.9,12.8,0.095,19.7,0.051,0.161,0.108,12.1,0.573,0.601,0.121,96.96,0.078
2024-25,1631166,Drew Timme,BKN,9,28.2,102.8,115.5,-12.6,0.137,14.0,0.06,0.194,0.123,10.5,0.485,0.5,0.205,100.3,0.086
2024-25,1630696,Dru Smith,MIA,14,19.2,107.3,100.5,6.8,0.128,21.5,0.042,0.086,0.064,15.9,0.639,0.656,0.131,100.58,0.082
2024-25,1629130,Duncan Robinson,MIA,74,24.1,110.1,109.9,0.2,0.148,18.6,0.01,0.084,0.047,9.1,0.581,0.595,0.187,97.68,0.078
2024-25,1641871,Duop Reath,POR,46,10.2,108.0,114.5,-6.5,0.083,11.9,0.082,0.111,0.095,7.3,0.524,0.552,0.162,102.71,0.077
2024-25,203939,Dwight Powell,DAL,55,10.0,108.6,109.7,-1.1,0.13,36.2,0.084,0.131,0.107,11.8,0.705,0.713,0.073,102.17,0.073
2024-25,1630700,Dyson Daniels,ATL,76,33.8,113.3,114.2,-0.9,0.174,22.6,0.046,0.127,0.085,10.5,0.536,0.545,0.178,104.17,0.099
2024-25,1630604,E.J. Liddell,CHI,12,4.4,117.9,126.4,-8.6,0.064,14.3,0.065,0.102,0.086,9.5,0.633,0.661,0.13,110.79,0.047
